x-axis,1,2
second,Volt,Volt
+17.0000E-06,+6.3725000024E+00,+4.3499999940E+00
+17.2000E-06,+6.5287500024E+00,+4.5374999940E+00
+17.4000E-06,+6.3725000024E+00,+4.5999999940E+00
+17.6000E-06,+6.5287500024E+00,+4.1624999940E+00
+17.8000E-06,+6.5287500024E+00,+4.3499999940E+00
+18.0000E-06,+6.6850000024E+00,+4.5374999940E+00
+18.2000E-06,+6.6850000024E+00,+4.5999999940E+00
+18.4000E-06,+6.5287500024E+00,+4.2874999940E+00
+18.6000E-06,+6.6850000024E+00,-3.9000000060E+00
+18.8000E-06,+6.6850000024E+00,-4.1500000060E+00
+19.0000E-06,+6.8412500024E+00,-4.7125000060E+00
+19.2000E-06,+6.8412500024E+00,-4.7750000060E+00
+19.4000E-06,+6.9975000024E+00,+3.7249999940E+00
+19.6000E-06,+6.8412500024E+00,+4.3499999940E+00
+19.8000E-06,+6.9975000024E+00,+4.3499999940E+00
+20.0000E-06,+6.9975000024E+00,+4.5374999940E+00
+20.2000E-06,+6.9975000024E+00,+4.2249999940E+00
+20.4000E-06,+7.1537500024E+00,+4.2874999940E+00
+20.6000E-06,+7.1537500024E+00,+4.4749999940E+00
+20.8000E-06,+7.3100000024E+00,+4.5999999940E+00
+21.0000E-06,+7.3100000024E+00,+4.5999999940E+00
+21.2000E-06,+7.3100000024E+00,-2.9625000060E+00
+21.4000E-06,+7.4662500024E+00,-4.1500000060E+00
+21.6000E-06,+7.3100000024E+00,-4.5875000060E+00
+21.8000E-06,+7.4662500024E+00,-4.7750000060E+00
+22.0000E-06,+7.4662500024E+00,+537.4999940E-03
+22.2000E-06,+7.4662500024E+00,+4.2874999940E+00
+22.4000E-06,+7.4662500024E+00,+4.3499999940E+00
+22.6000E-06,+7.4662500024E+00,+4.5999999940E+00
+22.8000E-06,+7.6225000024E+00,+4.5374999940E+00
+23.0000E-06,+7.6225000024E+00,+4.1624999940E+00
+23.2000E-06,+7.6225000024E+00,+4.4749999940E+00
+23.4000E-06,+7.6225000024E+00,+4.5374999940E+00
+23.6000E-06,+7.7787500024E+00,+4.5999999940E+00
+23.8000E-06,+7.9350000024E+00,+2.6624999940E+00
+24.0000E-06,+7.7787500024E+00,-4.1500000060E+00
+24.2000E-06,+7.7787500024E+00,-4.2125000060E+00
+24.4000E-06,+7.7787500024E+00,-4.6500000060E+00
+24.6000E-06,+7.7787500024E+00,-4.5250000060E+00
+24.8000E-06,+7.9350000024E+00,+4.1624999940E+00
+25.0000E-06,+7.9350000024E+00,+4.3499999940E+00
