x-axis,B
second,Volt
-16.700E-03,-734.375E-03
-16.600E-03,-781.250E-03
-16.500E-03,-796.875E-03
-16.400E-03,-859.375E-03
-16.300E-03,-906.250E-03
-16.200E-03,-890.625E-03
-16.100E-03,-875.000E-03
-16.000E-03,-859.375E-03
-15.900E-03,-781.250E-03
-15.800E-03,-734.375E-03
-15.700E-03,-734.375E-03
-15.600E-03,-734.375E-03
-15.500E-03,-796.875E-03
-15.400E-03,-859.375E-03
-15.300E-03,-906.250E-03
-15.200E-03,-890.625E-03
-15.100E-03,-890.625E-03
-15.000E-03,-812.500E-03
-14.900E-03,-765.625E-03
-14.800E-03,-718.750E-03
-14.700E-03,-687.500E-03
-14.600E-03,-718.750E-03
-14.500E-03,-796.875E-03
-14.400E-03,-859.375E-03
-14.300E-03,-890.625E-03
-14.200E-03,-921.875E-03
-14.100E-03,-890.625E-03
-14.000E-03,-812.500E-03
-13.900E-03,-734.375E-03
-13.800E-03,-671.875E-03
-13.700E-03,-656.250E-03
-13.600E-03,-703.125E-03
-13.500E-03,-750.000E-03
-13.400E-03,-828.125E-03
-13.300E-03,-890.625E-03
-13.200E-03,-890.625E-03
-13.100E-03,-828.125E-03
-13.000E-03,-750.000E-03
-12.900E-03,-671.875E-03
-12.800E-03,-625.000E-03
-12.700E-03,-609.375E-03
-12.600E-03,-656.250E-03
-12.500E-03,-703.125E-03
-12.400E-03,-828.125E-03
-12.300E-03,-875.000E-03
-12.200E-03,-859.375E-03
-12.100E-03,-812.500E-03
-12.000E-03,-718.750E-03
-11.900E-03,-625.000E-03
-11.800E-03,-562.500E-03
-11.700E-03,-562.500E-03
-11.600E-03,-625.000E-03
-11.500E-03,-703.125E-03
-11.400E-03,-796.875E-03
-11.300E-03,-828.125E-03
-11.200E-03,-828.125E-03
-11.100E-03,-750.000E-03
-11.000E-03,-687.500E-03
-10.900E-03,-578.125E-03
-10.800E-03,-515.625E-03
-10.700E-03,-515.625E-03
-10.600E-03,-578.125E-03
-10.500E-03,-640.625E-03
-10.400E-03,-765.625E-03
-10.300E-03,-812.500E-03
-10.200E-03,-781.250E-03
-10.100E-03,-703.125E-03
-10.000E-03,-625.000E-03
-9.900E-03,-500.000E-03
-9.800E-03,-453.125E-03
-9.700E-03,-468.750E-03
-9.600E-03,-562.500E-03
-9.500E-03,-625.000E-03
-9.400E-03,-734.375E-03
-9.300E-03,-765.625E-03
-9.200E-03,-750.000E-03
-9.100E-03,-656.250E-03
-9.000E-03,-562.500E-03
-8.900E-03,-437.500E-03
-8.800E-03,-390.625E-03
-8.700E-03,-406.250E-03
-8.600E-03,-515.625E-03
-8.500E-03,-625.000E-03
-8.400E-03,-703.125E-03
-8.300E-03,-734.375E-03
-8.200E-03,-687.500E-03
-8.100E-03,-578.125E-03
-8.000E-03,-484.375E-03
-7.900E-03,-406.250E-03
-7.800E-03,-343.750E-03
-7.700E-03,-359.375E-03
-7.600E-03,-468.750E-03
-7.500E-03,-546.875E-03
-7.400E-03,-640.625E-03
-7.300E-03,-687.500E-03
-7.200E-03,-625.000E-03
-7.100E-03,-531.250E-03
-7.000E-03,-406.250E-03
-6.900E-03,-296.875E-03
-6.800E-03,-281.250E-03
-6.700E-03,-296.875E-03
-6.600E-03,-406.250E-03
-6.500E-03,-500.000E-03
-6.400E-03,-593.750E-03
-6.300E-03,-625.000E-03
-6.200E-03,-562.500E-03
-6.100E-03,-453.125E-03
-6.000E-03,-312.500E-03
-5.900E-03,-250.000E-03
-5.800E-03,-218.750E-03
