x,y
0.0,1.0
2.000020000200002e-05,0.9984717545122381
4.000040000400004e-05,0.993891689117494
6.000060000600006e-05,0.9862738027443143
8.000080000800008e-05,0.975641379393651
0.00010000100001000009,0.9620269169715233
0.00012000120001200012,0.9454720279594613
0.00014000140001400014,0.9260273122263308
0.00016000160001600016,0.9037522023702921
0.00018000180001800017,0.8787147820635988
0.00020000200002000018,0.8509915779554686
0.00022000220002200022,0.8206673257690708
0.00024000240002400024,0.7878347113075526
0.00026000260002600025,0.7525940871607183
0.0002800028000280003,0.7150531659782448
0.0003000030000300003,0.6753266912469391
0.0003200032000320003,0.6335360865783066
0.00034000340003400035,0.589809084578379
0.00036000360003600034,0.5442793364341556
0.0003800038000380004,0.497086003409957
0.00040000400004000037,0.4483733315022768
0.0004200042000420004,0.39829021055319414
0.00044000440004400045,0.3469897191699161
0.00046000460004600043,0.29462865684139616
0.00048000480004800047,0.2413670646821093
0.0005000050000500005,0.18736773626783315
0.0005200052000520005,0.1327957200585498
0.0005400054000540005,0.07781781492931954
0.0005600056000560006,0.022602060351022604
0.0005800058000580006,-0.03268277722076548
0.0006000060000600005,-0.08786772017892279
0.0006200062000620006,-0.1427840962433136
0.0006400064000640006,-0.19726405400608862
0.0006600066000660007,-0.2511410759679988
0.0006800068000680007,-0.3042504874976292
0.0007000070000700006,-0.3564299601579244
0.0007200072000720007,-0.40752000786159054
0.0007400074000740007,-0.4573644743388824
0.0007600076000760008,-0.5058110104278324
0.0007800078000780008,-0.5527115397280892
0.0008000080000800007,-0.5979227111950988
0.0008200082000820008,-0.6413063372912802
0.0008400084000840008,-0.6827298163549845
0.0008600086000860009,-0.7220665378962788
0.0008800088000880009,-0.7591962695807655
0.0009000090000900009,-0.7940055247186268
0.0009200092000920009,-0.8263879091356696
0.0009400094000940009,-0.8562444463661576
0.0009600096000960009,-0.8834838801734849
0.0009800098000980009,-0.908022953474041
0.001000010000100001,-0.9297866628117355
0.001020010200102001,-0.9487084876053834
0.001040010400104001,-0.9647305934682625
0.001060010600106001,-0.9778040089783943
0.001080010800108001,-0.9878887753592523
0.0011000110001100011,-0.9949540686134037
0.0011200112001120012,-0.9989782937357775
0.0011400114001140012,-0.9999491507186036
0.0011600116001160012,-0.9978636721462756
0.001180011800118001,-0.9927282322652295
0.001200012000120001,-0.984558527501117
0.0012200122001220011,-0.9733795284828223
0.0012400124001240012,-0.9592254037199603
0.0012600126001260012,-0.942139415167135
0.0012800128001280013,-0.9221737859941659
0.0013000130001300013,-0.8993895409664411
0.0013200132001320013,-0.8738563199232717
0.0013400134001340014,-0.8456521649243525
0.0013600136001360014,-0.81486328171491
0.0013800138001380015,-0.7815837762386199
0.0014000140001400013,-0.7459153670036409
0.0014200142001420013,-0.7079670741809108
0.0014400144001440014,-0.6678548863849784
0.0014600146001460014,-0.6257014061558505
0.0014800148001480014,-0.5816354752254356
0.0015000150001500015,-0.5357917807139491
0.0015200152001520015,-0.48831044345995045
0.0015400154001540016,-0.4393365897422625
0.0015600156001560016,-0.3890199077028098
0.0015800158001580016,-0.33751418982616443
0.0016000160001600015,-0.284976862874205
0.0016200162001620015,-0.2315685067126366
0.0016400164001640015,-0.1774523635000855
0.0016600166001660016,-0.12279383873991102
0.0016800168001680016,-0.06775999571977807
0.0017000170001700017,-0.012519044884226092
0.0017200172001720017,0.042760170299036705
0.0017400174001740017,0.09790868940766864
0.0017600176001760018,0.15275795149070068
0.0017800178001780018,0.207140310273561
0.0018000180001800019,0.2608895465674038
0.0018200182001820017,0.3138413763165549
0.0018400184001840017,0.36583395273124764
0.0018600186001860018,0.41670836097087793
0.0018800188001880018,0.4663091038657754
0.0019000190001900018,0.5144845771929025
0.0019200192001920019,0.5610875330527934
0.001940019400194002,0.6059755299314293
0.0019600196001960018,0.649011368071441
0.001980019800198002,0.6900635088219312
0.002000020000200002,0.7290064766851677
0.002020020200202002,0.7657212428313186
0.002040020400204002,0.8000955889089877
0.002060020600206002,0.8320244500396005
0.002080020800208002,0.8614102359472521
