X (Hz),Y (dBV),
14345.01,-86.79083,
14364.09,-97.98363,
14383.17,-81.7905,
14402.24,-81.44803,
14421.32,-84.15903,
14440.39,-83.54131,
14459.47,-82.33181,
14478.54,-82.87704,
14497.62,-86.7914,
14516.7,-85.7916,
14535.77,-82.12308,
14554.85,-85.40989,
14573.92,-84.18934,
14593,-80.48424,
14612.07,-80.30058,
14631.15,-76.23129,
14650.23,-77.4122,
14669.3,-94.74448,
14688.38,-81.59351,
14707.45,-78.90862,
14726.53,-81.59232,
14745.61,-76.82736,
14764.68,-76.31153,
14783.76,-76.08739,
14802.83,-75.43948,
14821.91,-76.03015,
14840.98,-73.59288,
14860.06,-73.47845,
14879.14,-75.59636,
14898.21,-78.91149,
14917.29,-91.54582,
14936.36,-77.2483,
14955.44,-76.15576,
14974.51,-76.52554,
14993.59,-78.08107,
15012.67,-83.90778,
15031.74,-85.14633,
15050.82,-77.76399,
15069.89,-80.10371,
15088.97,-101.109,
15108.05,-86.19516,
15127.12,-92.33542,
15146.2,-75.18388,
15165.27,-71.69612,
15184.35,-72.26769,
15203.42,-75.76953,
15222.5,-86.50306,
15241.58,-94.3454,
15260.65,-91.09845,
15279.73,-88.76789,
15298.8,-87.90733,
15317.88,-77.46544,
15336.96,-71.78538,
15356.03,-74.70361,
15375.11,-90.13205,
15394.18,-80.17303,
15413.26,-76.55184,
15432.33,-75.28083,
15451.41,-71.73654,
15470.49,-71.7281,
15489.56,-73.99493,
15508.64,-76.29424,
15527.71,-71.51657,
15546.79,-71.78918,
15565.87,-75.36463,
15584.94,-75.12038,
15604.02,-74.19283,
15623.09,-73.97565,
15642.17,-74.03853,
15661.24,-72.38744,
15680.32,-70.10293,
15699.4,-72.55509,
15718.47,-94.25446,
15737.55,-70.27907,
15756.62,-67.68389,
15775.7,-70.36981,
15794.78,-74.92829,
15813.85,-77.96056,
15832.93,-79.92277,
15852,-94.85437,
15871.08,-77.39764,
15890.15,-71.21753,
15909.23,-70.21339,
15928.31,-71.73697,
15947.38,-72.05794,
15966.46,-73.4802,
15985.53,-76.07538,
16004.61,-77.29929,
16023.68,-88.93657,
16042.76,-76.4619,
16061.84,-76.18123,
16080.91,-83.76453,
16099.99,-74.43022,
16119.06,-69.79234,
16138.14,-69.00178,
16157.22,-74.19761,
16176.29,-81.30037,
16195.37,-75.06349,
16214.44,-76.07519,
16233.52,-75.46557,
16252.59,-81.21072,
16271.67,-76.12788,
16290.75,-72.51906,
16309.82,-76.87331,
