X (Hz),Y (dBV),
16405.2,-65.92441,
16424.28,-57.48783,
16443.35,-37.31724,
16462.43,-56.37128,
16481.5,-60.43483,
16500.58,-62.01361,
16519.66,-59.62752,
16538.73,-42.74423,
16557.81,-59.42732,
16576.88,-66.11929,
16595.96,-69.2882,
16615.04,-71.32301,
16634.11,-67.20512,
16653.19,-71.09746,
16672.26,-76.14729,
16691.34,-77.22765,
16710.41,-78.91257,
16729.49,-79.0075,
16748.57,-78.69928,
16767.64,-79.57274,
16786.72,-78.69138,
16805.79,-79.31053,
16824.87,-80.15728,
16843.95,-80.36771,
16863.02,-81.19365,
16882.1,-79.72508,
16901.17,-80.74617,
16920.25,-81.14816,
16939.32,-81.23006,
16958.4,-81.30977,
16977.47,-81.41135,
16996.55,-80.92457,
17015.63,-81.34601,
17034.7,-80.56522,
17053.78,-80.3933,
17072.86,-80.47774,
17091.93,-79.42311,
17111.01,-79.93617,
17130.08,-79.1288,
17149.16,-79.79848,
17168.23,-79.84235,
17187.31,-79.73073,
17206.38,-80.07793,
17225.46,-79.18349,
17244.54,-80.54823,
17263.61,-79.21344,
17282.69,-79.90779,
17301.76,-78.84051,
17320.84,-78.91547,
17339.92,-76.12546,
17358.99,-77.60993,
17378.07,-75.81454,
17397.14,-74.1302,
17416.22,-70.77567,
17435.29,-60.09952,
17454.37,-68.45361,
17473.45,-77.9594,
17492.52,-82.76831,
17511.6,-87.7209,
17530.67,-89.71573,
17549.75,-78.43073,
17568.83,-82.691,
17587.9,-84.2669,
17606.98,-83.9895,
17626.05,-86.33595,
17645.13,-79.26795,
17664.21,-82.93346,
17683.28,-83.32112,
17702.36,-84.16666,
17721.43,-82.63352,
17740.51,-82.75998,
17759.58,-84.41077,
17778.66,-83.48316,
17797.74,-83.49962,
17816.81,-82.3746,
17835.89,-82.24758,
17854.96,-83.33523,
17874.04,-82.77543,
17893.12,-83.91502,
17912.19,-82.37534,
17931.27,-83.19251,
17950.34,-82.57119,
17969.42,-81.27463,
17988.49,-81.23576,
18007.57,-80.67417,
18026.64,-80.94049,
18045.72,-78.77402,
18064.8,-78.2701,
18083.87,-77.66724,
18102.95,-77.45886,
18122.03,-75.61333,
18141.1,-73.52708,
18160.18,-73.68786,
18179.25,-72.65385,
18198.33,-72.0221,
18217.4,-70.98611,
18236.48,-73.6149,
18255.55,-64.41644,
18274.63,-63.24752,
18293.71,-60.93493,
18312.78,-56.79773,
18331.86,-48.09045,
18350.93,-48.70262,
18370.01,-59.43398,
18389.09,-62.7282,
18408.16,-59.22148,
18427.24,-50.82464,
18446.31,-40.02792,
18465.39,-53.08968,
18484.46,-57.18864,
18503.54,-59.93249,
18522.62,-61.83736,
18541.69,-45.54627,
18560.77,-64.06931,
18579.84,-64.10577,
18598.92,-65.10332,
18618,-65.10017,
18637.07,-62.90128,
18656.15,-68.69382,
18675.22,-68.0966,
18694.3,-68.76576,
18713.38,-68.71879,
18732.45,-69.24025,
18751.53,-69.0504,
18770.6,-69.56331,
18789.68,-69.90868,
18808.75,-69.96964,
18827.83,-70.02365,
18846.91,-70.27934,
18865.98,-70.67981,
18885.06,-70.65864,
18904.13,-71.07292,
18923.21,-70.98799,
18942.29,-71.06545,
18961.36,-71.1596,
18980.44,-71.35319,
18999.51,-71.85326,
19018.59,-71.89984,
19037.66,-71.56747,
19056.74,-71.51189,
19075.81,-71.86263,
19094.89,-72.2588,
19113.97,-72.46446,
19133.04,-72.10832,
19152.12,-72.1847,
19171.19,-72.30354,
19190.27,-72.70232,
19209.35,-72.80032,
19228.42,-72.73102,
19247.5,-72.46059,
19266.57,-72.54191,
19285.65,-72.73123,
19304.72,-73.00179,
19323.8,-73.03732,
19342.88,-72.99794,
19361.95,-72.8471,
19381.03,-73.04639,
19400.1,-73.18925,
19419.18,-73.40795,
19438.26,-73.48513,
19457.33,-73.45266,
19476.41,-72.97364,
19495.48,-73.31711,
19514.56,-73.56442,
19533.63,-73.56694,
19552.71,-73.58919,
19571.79,-73.1478,
19590.86,-73.68302,
19609.94,-73.38191,
19629.01,-73.18853,
19648.09,-73.32618,
19667.17,-73.59959,
19686.24,-73.37439,
19705.32,-73.4043,
19724.39,-74.01803,
19743.47,-72.36877,
19762.54,-72.83477,
19781.62,-71.91668,
19800.7,-71.72743,
19819.77,-69.14874,
19838.85,-78.41946,
19857.92,-74.54374,
19877,-72.58427,
19896.08,-71.18727,
19915.15,-66.48975,
19934.23,-59.37294,
19953.3,-72.67387,
19972.38,-74.78673,
19991.46,-75.29639,
20010.53,-75.0671,
20029.61,-58.65933,
20048.68,-74.80278,
20067.76,-74.92599,
20086.83,-74.29227,
20105.91,-74.52779,
20124.98,-73.64458,
20144.06,-75.37302,
20163.14,-75.12017,
20182.21,-75.06,
20201.29,-74.60016,
20220.36,-75.09639,
20239.44,-74.40714,
20258.52,-74.80112,
20277.59,-75.16028,
20296.67,-74.61553,
20315.74,-74.60235,
20334.82,-74.32549,
20353.89,-74.76778,
20372.97,-75.09479,
20392.05,-74.57594,
20411.12,-74.42689,
20430.2,-74.47316,
20449.27,-74.32767,
20468.35,-74.92789,
20487.43,-74.53635,
20506.5,-74.47856,
20525.58,-74.04429,
20544.65,-74.00354,
20563.73,-74.44167,
20582.8,-74.69743,
20601.88,-74.4344,
20620.96,-74.51776,
20640.03,-74.37048,
20659.11,-74.52346,
20678.18,-74.61775,
20697.26,-74.29927,
20716.34,-74.88483,
20735.41,-73.19186,
20754.49,-74.41977,
20773.56,-73.957,
20792.64,-73.61393,
20811.71,-73.98322,
20830.79,-72.04441,
20849.87,-73.62234,
20868.94,-73.99548,
20888.02,-73.39235,
20907.09,-73.52177,
20926.17,-64.23508,
20945.24,-71.33337,
20964.32,-72.28168,
20983.4,-73.06037,
21002.47,-73.24463,
21021.55,-74.40475,
21040.63,-71.88149,
