X (Hz),Y (dBV),
10167.41,-70.7715,
10186.49,-70.78011,
10205.56,-70.81779,
10224.64,-70.82234,
10243.71,-70.804,
10262.79,-70.84814,
10281.86,-70.85345,
10300.94,-70.87247,
10320.02,-70.89876,
10339.09,-70.90676,
10358.17,-70.92019,
10377.24,-70.93452,
10396.32,-70.96677,
10415.4,-70.96969,
10434.47,-71.00137,
10453.55,-71.00956,
10472.62,-71.00859,
10491.7,-71.04127,
10510.77,-71.05177,
10529.85,-71.07512,
10548.93,-71.07978,
10568,-71.10124,
10587.08,-71.11736,
10606.15,-71.13249,
10625.23,-71.14545,
10644.3,-71.15965,
10663.38,-71.1703,
10682.46,-71.19501,
10701.53,-71.20805,
10720.61,-71.23129,
10739.68,-71.26423,
10758.76,-71.26772,
10777.84,-71.27043,
10796.91,-71.28716,
10815.99,-71.31709,
10835.06,-71.29274,
10854.14,-71.33564,
10873.21,-71.35803,
10892.29,-71.33908,
10911.37,-71.41602,
10930.44,-71.41351,
10949.52,-71.42507,
10968.59,-71.42554,
10987.67,-71.44088,
11006.75,-71.4942,
11025.82,-71.48327,
11044.9,-71.51157,
11063.97,-71.51778,
11083.05,-71.54592,
11102.12,-71.57883,
11121.2,-71.57311,
11140.28,-71.56074,
11159.35,-71.58668,
11178.43,-71.60172,
11197.5,-71.64825,
11216.58,-71.62329,
11235.66,-71.66068,
11254.73,-71.67886,
11273.81,-71.67765,
11292.88,-71.70027,
11311.96,-71.69191,
11331.03,-71.75055,
11350.11,-71.73734,
11369.19,-71.72083,
11388.26,-71.77731,
11407.34,-71.77368,
11426.41,-71.79141,
11445.49,-71.80736,
11464.56,-71.81213,
11483.64,-71.84415,
11502.72,-71.86352,
11521.79,-71.85688,
11540.87,-71.89137,
11559.94,-71.89879,
11579.02,-71.89544,
11598.1,-71.92497,
11617.17,-71.92278,
11636.25,-71.99723,
11655.32,-71.98108,
11674.4,-71.98196,
11693.47,-72.00667,
11712.55,-72.0155,
11731.63,-72.0229,
11750.7,-72.03202,
11769.78,-72.06297,
11788.85,-72.07192,
11807.93,-72.09608,
11827.01,-72.10901,
11846.08,-72.11806,
11865.16,-72.13063,
11884.23,-72.15134,
11903.31,-72.14288,
11922.38,-72.17414,
11941.46,-72.17325,
11960.54,-72.18125,
11979.61,-72.20354,
11998.69,-72.23922,
12017.76,-72.25015,
12036.84,-72.25125,
12055.92,-72.25786,
12074.99,-72.29738,
12094.07,-72.29628,
12113.14,-72.3248,
12132.22,-72.33065,
12151.29,-72.35654,
12170.37,-72.35434,
12189.45,-72.37357,
12208.52,-72.36327,
12227.6,-72.40279,
12246.67,-72.39675,
12265.75,-72.41634,
12284.83,-72.44174,
12303.9,-72.4475,
12322.98,-72.45694,
12342.05,-72.46561,
12361.13,-72.47661,
12380.2,-72.48283,
12399.28,-72.53545,
12418.36,-72.52906,
12437.43,-72.5509,
12456.51,-72.53839,
12475.58,-72.57021,
12494.66,-72.56427,
12513.73,-72.58649,
12532.81,-72.59673,
12551.89,-72.63056,
12570.96,-72.62205,
12590.04,-72.65815,
12609.11,-72.66039,
12628.19,-72.65517,
12647.27,-72.68969,
12666.34,-72.72263,
12685.42,-72.71317,
12704.49,-72.73981,
12723.57,-72.73723,
12742.64,-72.75085,
12761.72,-72.75231,
12780.8,-72.77578,
12799.87,-72.81219,
12818.95,-72.80804,
12838.02,-72.81958,
12857.1,-72.84275,
12876.17,-72.85689,
12895.25,-72.87898,
12914.33,-72.85916,
12933.4,-72.8568,
12952.48,-72.89049,
12971.55,-72.92604,
12990.63,-72.93532,
13009.71,-72.93259,
13028.78,-72.94618,
13047.86,-72.95914,
13066.93,-72.96762,
13086.01,-72.98977,
13105.08,-72.97118,
13124.16,-73.00307,
13143.24,-73.02179,
13162.31,-73.04227,
13181.39,-73.05442,
13200.46,-73.0609,
13219.54,-73.07269,
13238.62,-73.1025,
13257.69,-73.10448,
13276.77,-73.10676,
13295.84,-73.11228,
13314.92,-73.14709,
13334,-73.16898,
13353.07,-73.16463,
13372.15,-73.17087,
13391.22,-73.19471,
13410.3,-73.20296,
13429.37,-73.22309,
13448.45,-73.23669,
13467.53,-73.22829,
13486.6,-73.27103,
13505.68,-73.26244,
13524.75,-73.27331,
13543.83,-73.27422,
13562.9,-73.30715,
13581.98,-73.31094,
13601.06,-73.32894,
13620.13,-73.35759,
13639.21,-73.33606,
13658.28,-73.34754,
13677.36,-73.36953,
13696.44,-73.3821,
13715.51,-73.40257,
13734.59,-73.41289,
13753.66,-73.42277,
13772.74,-73.43641,
13791.81,-73.44229,
13810.89,-73.43959,
13829.97,-73.47009,
13849.04,-73.47509,
13868.12,-73.50671,
13887.19,-73.51045,
13906.27,-73.53335,
13925.34,-73.54274,
13944.42,-73.5443,
13963.5,-73.5386,
13982.57,-73.54704,
14001.65,-73.58308,
14020.72,-73.60351,
14039.8,-73.5695,
14058.88,-73.62541,
14077.95,-73.60986,
14097.03,-73.64841,
14116.1,-73.64616,
14135.18,-73.67419,
14154.25,-73.65115,
14173.33,-73.68804,
14192.41,-73.6876,
14211.48,-73.70633,
14230.56,-73.6918,
14249.63,-73.73047,
14268.71,-73.7411,
14287.79,-73.73002,
14306.86,-73.77454,
14325.94,-73.75823,
14345.01,-73.77975,
14364.09,-73.81778,
14383.17,-73.79338,
14402.24,-73.82376,
14421.32,-73.805,
14440.39,-73.86806,
14459.47,-73.85005,
14478.54,-73.87917,
14497.62,-73.86485,
14516.7,-73.88756,
14535.77,-73.89533,
14554.85,-73.91929,
