Freq.	V(vo)
1.52097212482406e+003	(-5.68042775831350e-001dB,-1.70803121318857e+002°)
1.52447832768162e+003	(-5.67207234360217e-001dB,-1.73065029854627e+002°)
1.52799261317153e+003	(-5.67016007920303e-001dB,-1.75365597496481e+002°)
1.53151499992616e+003	(-5.67674597420368e-001dB,-1.77706723709359e+002°)
1.53504550662087e+003	(-5.69421559406018e-001dB,1.79909646338131e+002°)
1.53858415197404e+003	(-5.72531931008315e-001dB,1.77481537413911e+002°)
1.54213095474722e+003	(-5.77320742491591e-001dB,1.75006964035341e+002°)
1.54568593374521e+003	(-5.84146540191646e-001dB,1.72483955056634e+002°)
1.54924910781615e+003	(-5.93414815911393e-001dB,1.69910583634028e+002°)
1.55282049585164e+003	(-6.05581207653355e-001dB,1.67285003138014e+002°)
1.55640011678682e+003	(-6.21154301370390e-001dB,1.64605489498971e+002°)
1.55998798960049e+003	(-6.40697825307332e-001dB,1.61870490325418e+002°)
1.56358413331518e+003	(-6.64831989490677e-001dB,1.59078680906171e+002°)
1.56718856699730e+003	(-6.94233686102365e-001dB,1.56229026883552e+002°)
1.57080130975719e+003	(-7.29635236274451e-001dB,1.53320852952336e+002°)
1.57442238074926e+003	(-7.71821351073832e-001dB,1.50353916393101e+002°)
1.57805179917206e+003	(-8.21623976172282e-001dB,1.47328483596165e+002°)
1.58168958426841e+003	(-8.79914718789330e-001dB,1.44245406997100e+002°)
1.58533575532548e+003	(-9.47594619751124e-001dB,1.41106199073039e+002°)
1.58899033167491e+003	(-1.02558113931720e+000dB,1.37913099311938e+002°)
1.59265333269290e+003	(-1.11479237593123e+000dB,1.34669129461424e+002°)
1.59632477780032e+003	(-1.21612873018337e+000dB,1.31378132005897e+002°)
1.60000468646280e+003	(-1.33045245275862e+000dB,1.28044786833112e+002°)
1.60369307819085e+003	(-1.45856575746022e+000dB,1.24674601544494e+002°)
1.60738997253996e+003	(-1.60118841286491e+000dB,1.21273871907212e+002°)
1.61109538911070e+003	(-1.75893591722341e+000dB,1.17849610545922e+002°)
1.61480934754880e+003	(-1.93229947765083e+000dB,1.14409444045856e+002°)
1.61853186754532e+003	(-2.12162902766622e+000dB,1.10961481011124e+002°)
1.62226296883668e+003	(-2.32712040898650e+000dB,1.07514156035525e+002°)
1.62600267120481e+003	(-2.54880761299966e+000dB,1.04076056694545e+002°)
1.62975099447724e+003	(-2.78656064271326e+000dB,1.00655742258712e+002°)
1.63350795852720e+003	(-3.04008915333631e+000dB,9.72615636258660e+001°)
1.63727358327375e+003	(-3.30895160745526e+000dB,9.39014938519629e+001°)
1.64104788868185e+003	(-3.59256929113205e+000dB,9.05829776447809e+001°)
1.64483089476250e+003	(-3.89024422625275e+000dB,8.73128064259588e+001°)
1.64862262157281e+003	(-4.20117981403333e+000dB,8.40970233196639e+001°)
1.65242308921615e+003	(-4.52450296798451e+000dB,8.09408599956394e+001°)
1.65623231784221e+003	(-4.85928653609114e+000dB,7.78487049764372e+001°)
1.66005032764715e+003	(-5.20457095030856e+000dB,7.48241010520856e+001°)
1.66387713887367e+003	(-5.55938424619812e+000dB,7.18697679826149e+001°)
1.66771277181115e+003	(-5.92275983327852e+000dB,6.89876457682343e+001°)
1.67155724679572e+003	(-6.29375163708826e+000dB,6.61789534045609e+001°)
1.67541058421043e+003	(-6.67144645328819e+000dB,6.34442581329766e+001°)
1.67927280448526e+003	(-7.05497353700386e+000dB,6.07835506286538e+001°)
1.68314392809735e+003	(-7.44351158971846e+000dB,5.81963222180395e+001°)
1.68702397557098e+003	(-7.83629340081480e+000dB,5.56816409716840e+001°)
1.69091296747780e+003	(-8.23260845550622e+000dB,5.32382242864511e+001°)
1.69481092443684e+003	(-8.63180384226225e+000dB,5.08645062888171e+001°)
1.69871786711469e+003	(-9.03328378887960e+000dB,4.85586990178832e+001°)
1.70263381622557e+003	(-9.43650813478332e+000dB,4.63188468639878e+001°)
1.70655879253146e+003	(-9.84099001475176e+000dB,4.41428741429151e+001°)
1.71049281684217e+003	(-1.02462929914990e+001dB,4.20286259840279e+001°)
1.71443591001553e+003	(-1.06520278354986e+001dB,3.99739029163989e+001°)
1.71838809295742e+003	(-1.10578491128981e+001dB,3.79764896663150e+001°)
1.72234938662191e+003	(-1.14634517081019e+001dB,3.60341787484573e+001°)
1.72631981201140e+003	(-1.18685673775100e+001dB,3.41447894567492e+001°)
1.73029939017668e+003	(-1.22729614053176e+001dB,3.23061828521375e+001°)
1.73428814221708e+003	(-1.26764294111133e+001dB,3.05162733141222e+001°)
1.73828608928057e+003	(-1.30787943419497e+001dB,2.87730371790456e+001°)
1.74229325256387e+003	(-1.34799036681139e+001dB,2.70745189372029e+001°)
1.74630965331254e+003	(-1.38796267915041e+001dB,2.54188354074263e+001°)
1.75033531282116e+003	(-1.42778526677881e+001dB,2.38041782549849e+001°)
1.75437025243337e+003	(-1.46744876379281e+001dB,2.22288151685159e+001°)
1.75841449354202e+003	(-1.50694534607488e+001dB,2.06910899655007e+001°)
1.76246805758926e+003	(-1.54626855356644e+001dB,1.91894218541043e+001°)
1.76653096606670e+003	(-1.58541313031359e+001dB,1.77223040422555e+001°)
1.77060324051546e+003	(-1.62437488096585e+001dB,1.62883018525352e+001°)
1.77468490252635e+003	(-1.66315054238822e+001dB,1.48860504735350e+001°)
1.77877597373993e+003	(-1.70173766906665e+001dB,1.35142524544709e+001°)
1.78287647584665e+003	(-1.74013453103575e+001dB,1.21716750295890e+001°)
1.78698643058696e+003	(-1.77834002312465e+001dB,1.08571473418351e+001°)
1.79110585975144e+003	(-1.81635358439422e+001dB,9.56955762103671e+000°)
1.79523478518089e+003	(-1.85417512672241e+001dB,8.30785035998000e+000°)
1.79937322876646e+003	(-1.89180497157985e+001dB,7.07102352200248e+000°)
1.80352121244976e+003	(-1.92924379412125e+001dB,5.85812580570318e+000°)
1.80767875822300e+003	(-1.96649257379946e+001dB,4.66825398582253e+000°)
1.81184588812907e+003	(-2.00355255078546e+001dB,3.50055034403433e+000°)
1.81602262426167e+003	(-2.04042518754929e+001dB,2.35420019913679e+000°)
1.82020898876544e+003	(-2.07711213502328e+001dB,1.22842954269454e+000°)
1.82440500383608e+003	(-2.11361520282956e+001dB,1.22502783486825e-001°)
1.82861069172043e+003	(-2.14993633310960e+001dB,-9.64279398002845e-001°)
1.83282607471664e+003	(-2.18607757754357e+001dB,-2.03258208548077e+000°)
1.83705117517424e+003	(-2.22204107719268e+001dB,-3.08303805480068e+000°)
1.84128601549431e+003	(-2.25782904483861e+001dB,-4.11624959660045e+000°)
1.84553061812953e+003	(-2.29344374953056e+001dB,-5.13279023694133e+000°)
1.84978500558437e+003	(-2.32888750308317e+001dB,-6.13320635974271e+000°)
1.85404920041517e+003	(-2.36416264829769e+001dB,-7.11801873513780e+000°)
1.85832322523027e+003	(-2.39927154870495e+001dB,-8.08772395806741e+000°)
1.86260710269011e+003	(-2.43421657965127e+001dB,-9.04279580152468e+000°)
1.86690085550740e+003	(-2.46900012056980e+001dB,-9.98368648887072e+000°)
1.87120450644718e+003	(-2.50362454829688e+001dB,-1.09108278896070e+001°)
1.87551807832698e+003	(-2.53809223131022e+001dB,-1.18246326428891e+001°)
1.87984159401693e+003	(-2.57240552477918e+001dB,-1.27254952129443e+001°)
1.88417507643988e+003	(-2.60656676633057e+001dB,-1.36137928804116e+001°)
1.88851854857151e+003	(-2.64057827244433e+001dB,-1.44898866734537e+001°)
1.89287203344050e+003	(-2.67444233540344e+001dB,-1.53541222423151e+001°)
1.89723555412858e+003	(-2.70816122073124e+001dB,-1.62068306808183e+001°)
1.90160913377070e+003	(-2.74173716505701e+001dB,-1.70483292981169e+001°)
1.90599279555515e+003	(-2.77517237435738e+001dB,-1.78789223438312e+001°)
1.91038656272367e+003	(-2.80846902252771e+001dB,-1.86989016895184e+001°)
1.91479045857157e+003	(-2.84162925024218e+001dB,-1.95085474692592e+001°)
1.91920450644786e+003	(-2.87465516406679e+001dB,-2.03081286819716e+001°)
1.92362872975540e+003	(-2.90754883579326e+001dB,-2.10979037578996e+001°)
1.92806315195098e+003	(-2.94031230196548e+001dB,-2.18781210915758e+001°)
1.93250779654545e+003	(-2.97294756357389e+001dB,-2.26490195434124e+001°)
1.93696268710388e+003	(-3.00545658589555e+001dB,-2.34108289119226e+001°)
1.94142784724567e+003	(-3.03784129846050e+001dB,-2.41637703784654e+001°)
1.94590330064463e+003	(-3.07010359512729e+001dB,-2.49080569262645e+001°)
1.95038907102919e+003	(-3.10224533425248e+001dB,-2.56438937353450e+001°)
1.95488518218245e+003	(-3.13426833894076e+001dB,-2.63714785549241e+001°)
1.95939165794233e+003	(-3.16617439736387e+001dB,-2.70910020546838e+001°)
1.96390852220174e+003	(-3.19796526313800e+001dB,-2.78026481562605e+001°)
1.96843579890863e+003	(-3.22964265575036e+001dB,-2.85065943462050e+001°)
1.97297351206618e+003	(-3.26120826102698e+001dB,-2.92030119715651e+001°)
1.97752168573288e+003	(-3.29266373163467e+001dB,-2.98920665191868e+001°)
1.98208034402270e+003	(-3.32401068761075e+001dB,-3.05739178797404e+001°)
1.98664951110520e+003	(-3.35525071691526e+001dB,-3.12487205974172e+001°)
1.99122921120564e+003	(-3.38638537600070e+001dB,-3.19166241061799e+001°)
1.99581946860514e+003	(-3.41741619039525e+001dB,-3.25777729533914e+001°)
2.00042030764078e+003	(-3.44834465529562e+001dB,-3.32323070115867e+001°)
2.00503175270576e+003	(-3.47917223616656e+001dB,-3.38803616791073e+001°)
2.00965382824949e+003	(-3.50990036934398e+001dB,-3.45220680702695e+001°)
2.01428655877777e+003	(-3.54053046263950e+001dB,-3.51575531956905e+001°)
2.01892996885287e+003	(-3.57106389594416e+001dB,-3.57869401333594e+001°)
2.02358408309368e+003	(-3.60150202182960e+001dB,-3.64103481909943e+001°)
2.02824892617586e+003	(-3.63184616614512e+001dB,-3.70278930602075e+001°)
2.03292452283194e+003	(-3.66209762860920e+001dB,-3.76396869629415e+001°)
2.03761089785146e+003	(-3.69225768339458e+001dB,-3.82458387906402e+001°)
2.04230807608114e+003	(-3.72232757970567e+001dB,-3.88464542365576e+001°)
2.04701608242492e+003	(-3.75230854234771e+001dB,-3.94416359216082e+001°)
2.05173494184420e+003	(-3.78220177228687e+001dB,-4.00314835141164e+001°)
2.05646467935789e+003	(-3.81200844720091e+001dB,-4.06160938438142e+001°)
2.06120532004261e+003	(-3.84172972201973e+001dB,-4.11955610104117e+001°)
2.06595688903274e+003	(-3.87136672945565e+001dB,-4.17699764870305e+001°)
2.07071941152063e+003	(-3.90092058052322e+001dB,-4.23394292187977e+001°)
2.07549291275672e+003	(-3.93039236504801e+001dB,-4.29040057168549e+001°)
2.08027741804962e+003	(-3.95978315216473e+001dB,-4.34637901480366e+001°)
2.08507295276630e+003	(-3.98909399080422e+001dB,-4.40188644204516e+001°)
2.08987954233221e+003	(-4.01832591016946e+001dB,-4.45693082651879e+001°)
2.09469721223142e+003	(-4.04747992020059e+001dB,-4.51151993143397e+001°)
2.09952598800673e+003	(-4.07655701202895e+001dB,-4.56566131755645e+001°)
2.10436589525982e+003	(-4.10555815842029e+001dB,-4.61936235033430e+001°)
2.10921695965141e+003	(-4.13448431420711e+001dB,-4.67263020671109e+001°)
2.11407920690135e+003	(-4.16333641671043e+001dB,-4.72547188164338e+001°)
2.11895266278879e+003	(-4.19211538615103e+001dB,-4.77789419433718e+001°)
2.12383735315232e+003	(-4.22082212605030e+001dB,-4.82990379421744e+001°)
2.12873330389007e+003	(-4.24945752362092e+001dB,-4.88150716664468e+001°)
2.13364054095989e+003	(-4.27802245014763e+001dB,-4.93271063839083e+001°)
2.13855909037946e+003	(-4.30651776135809e+001dB,-4.98352038288688e+001°)
2.14348897822644e+003	(-4.33494429778409e+001dB,-5.03394242525308e+001°)
2.14843023063861e+003	(-4.36330288511359e+001dB,-5.08398264712288e+001°)
2.15338287381399e+003	(-4.39159433453325e+001dB,-5.13364679127017e+001°)
2.15834693401100e+003	(-4.41981944306220e+001dB,-5.18294046604968e+001°)
2.16332243754860e+003	(-4.44797899387697e+001dB,-5.23186914965946e+001°)
2.16830941080641e+003	(-4.47607375662778e+001dB,-5.28043819423401e+001°)
2.17330788022487e+003	(-4.50410448774657e+001dB,-5.32865282977553e+001°)
2.17831787230537e+003	(-4.53207193074685e+001dB,-5.37651816793177e+001°)
2.18333941361037e+003	(-4.55997681651556e+001dB,-5.42403920562689e+001°)
2.18837253076361e+003	(-4.58781986359731e+001dB,-5.47122082855285e+001°)
2.19341725045015e+003	(-4.61560177847099e+001dB,-5.51806781452661e+001°)
2.19847359941661e+003	(-4.64332325581910e+001dB,-5.56458483672090e+001°)
2.20354160447124e+003	(-4.67098497878993e+001dB,-5.61077646677250e+001°)
2.20862129248411e+003	(-4.69858761925282e+001dB,-5.65664717777521e+001°)
2.21371269038720e+003	(-4.72613183804670e+001dB,-5.70220134716128e+001°)
2.21881582517461e+003	(-4.75361828522202e+001dB,-5.74744325947708e+001°)
2.22393072390265e+003	(-4.78104760027632e+001dB,-5.79237710905763e+001°)
2.22905741369000e+003	(-4.80842041238367e+001dB,-5.83700700260373e+001°)
2.23419592171786e+003	(-4.83573734061796e+001dB,-5.88133696166709e+001°)
2.23934627523010e+003	(-4.86299899417050e+001dB,-5.92537092504594e+001°)
2.24450850153336e+003	(-4.89020597256178e+001dB,-5.96911275109650e+001°)
2.24968262799726e+003	(-4.91735886584779e+001dB,-6.01256621996266e+001°)
2.25000000000000e+003	(-4.91902059899136e+001dB,-6.01521903597284e+001°)
