x-axis,B,2
second,Volt,Volt
+35.005E-06,+2.724607422E+00,+387.883600E-03
+40.005E-06,+2.722656250E+00,+380.852349E-03
+45.005E-06,+2.722656250E+00,+373.821881E-03
+50.005E-06,+2.722654297E+00,+367.571099E-03
+55.005E-06,+2.720701172E+00,+360.539849E-03
+60.005E-06,+2.718746094E+00,+353.508208E-03
+65.005E-06,+2.714837891E+00,+346.086333E-03
+70.005E-06,+2.708980469E+00,+338.664849E-03
+75.005E-06,+2.705072266E+00,+331.633208E-03
+80.005E-06,+2.699212891E+00,+324.210942E-03
+85.005E-06,+2.693355469E+00,+316.398442E-03
+90.005E-06,+2.689445313E+00,+308.586333E-03
+95.005E-06,+2.681632813E+00,+301.164458E-03
+100.005E-06,+2.673820313E+00,+293.742583E-03
+105.005E-06,+2.666005859E+00,+286.320317E-03
+110.005E-06,+2.656238281E+00,+278.507817E-03
+115.005E-06,+2.644521484E+00,+270.694926E-03
+120.005E-06,+2.634753906E+00,+262.492191E-03
+125.005E-06,+2.623035156E+00,+254.679301E-03
+130.005E-06,+2.611314453E+00,+246.476176E-03
+135.005E-06,+2.597644531E+00,+238.273050E-03
+140.005E-06,+2.585919922E+00,+230.069535E-03
+145.005E-06,+2.568341797E+00,+221.475785E-03
+150.005E-06,+2.550767578E+00,+212.882034E-03
+155.005E-06,+2.537091797E+00,+204.288284E-03
+160.005E-06,+2.519513672E+00,+195.694925E-03
+165.005E-06,+2.501937500E+00,+187.490628E-03
+170.005E-06,+2.486310547E+00,+178.116018E-03
+175.005E-06,+2.468728516E+00,+169.131643E-03
+180.005E-06,+2.447246094E+00,+160.147659E-03
+185.005E-06,+2.427714844E+00,+151.553127E-03
+190.005E-06,+2.408185547E+00,+142.178908E-03
+195.005E-06,+2.390605469E+00,+133.585158E-03
+200.005E-06,+2.371070313E+00,+124.990627E-03
+205.005E-06,+2.347632813E+00,+115.616408E-03
+210.005E-06,+2.324193359E+00,+107.022658E-03
+215.005E-06,+2.298804688E+00,+98.429298E-03
+220.005E-06,+2.275367188E+00,+90.225783E-03
+225.005E-06,+2.251925781E+00,+81.632032E-03
+230.005E-06,+2.224585938E+00,+73.037501E-03
+235.005E-06,+2.201142578E+00,+63.662892E-03
+240.005E-06,+2.171847656E+00,+54.678907E-03
+245.005E-06,+2.144500000E+00,+46.084766E-03
+250.005E-06,+2.113251953E+00,+37.100001E-03
+255.005E-06,+2.083955078E+00,+27.725391E-03
+260.005E-06,+2.054656250E+00,+18.741407E-03
+265.005E-06,+2.023406250E+00,+10.147656E-03
+270.005E-06,+1.992156250E+00,+1.554297E-03
+275.005E-06,+1.960906250E+00,-6.648047E-03
+280.005E-06,+1.929654297E+00,-14.070703E-03
+285.005E-06,+1.896451172E+00,-22.274610E-03
+290.005E-06,+1.863248047E+00,-31.258204E-03
+295.005E-06,+1.830046875E+00,-39.461329E-03
+300.005E-06,+1.798792969E+00,-47.664454E-03
+305.005E-06,+1.763634766E+00,-55.867970E-03
+310.005E-06,+1.726531250E+00,-64.461720E-03
+315.005E-06,+1.695275391E+00,-73.056251E-03
+320.005E-06,+1.658167969E+00,-82.430470E-03
+325.005E-06,+1.623009766E+00,-91.023829E-03
+330.005E-06,+1.585902344E+00,-99.226564E-03
+335.005E-06,+1.550744141E+00,-107.039845E-03
+340.005E-06,+1.513636719E+00,-115.633205E-03
+345.005E-06,+1.478478516E+00,-123.836721E-03
+350.005E-06,+1.441367188E+00,-132.429689E-03
+355.005E-06,+1.402304688E+00,-140.242190E-03
+360.005E-06,+1.363240234E+00,-148.053908E-03
+365.005E-06,+1.322226563E+00,-155.085940E-03
+370.005E-06,+1.283162109E+00,-162.898440E-03
+375.005E-06,+1.242146484E+00,-170.711331E-03
+380.005E-06,+1.201132813E+00,-178.914065E-03
+385.005E-06,+1.162068359E+00,-186.726175E-03
+390.005E-06,+1.121050781E+00,-194.148050E-03
+395.005E-06,+1.078082031E+00,-201.570316E-03
+400.005E-06,+1.035113281E+00,-209.382425E-03
+405.005E-06,+992.144531E-03,-216.804691E-03
+410.005E-06,+949.173828E-03,-224.616800E-03
+415.005E-06,+904.251953E-03,-232.038675E-03
+420.005E-06,+859.328125E-03,-239.460160E-03
+425.005E-06,+812.457031E-03,-246.491410E-03
+430.005E-06,+769.488281E-03,-253.522660E-03
+435.005E-06,+726.517578E-03,-260.553520E-03
+440.005E-06,+681.595703E-03,-267.194535E-03
+445.005E-06,+636.675781E-03,-274.225395E-03
+450.005E-06,+593.705078E-03,-280.865629E-03
+455.005E-06,+548.783203E-03,-287.116411E-03
+460.005E-06,+503.865234E-03,-294.146489E-03
+465.005E-06,+462.845703E-03,-300.006254E-03
+470.005E-06,+417.921875E-03,-306.256255E-03
+475.005E-06,+371.048828E-03,-312.506255E-03
+480.005E-06,+326.125000E-03,-318.755864E-03
+485.005E-06,+279.248047E-03,-324.615239E-03
+490.005E-06,+230.419922E-03,-330.474614E-03
+495.005E-06,+181.593750E-03,-336.333599E-03
+500.005E-06,+134.720703E-03,-341.801958E-03
+505.005E-06,+89.796875E-03,-346.880474E-03
+510.005E-06,+42.923828E-03,-352.349224E-03
+515.005E-06,-1.996094E-03,-357.817583E-03
+520.005E-06,-44.966797E-03,-362.896099E-03
+525.005E-06,-89.886719E-03,-368.364068E-03
+530.005E-06,-132.857422E-03,-373.051959E-03
+535.005E-06,-177.779297E-03,-378.129693E-03
+540.005E-06,-222.705078E-03,-382.817974E-03
+545.005E-06,-271.533203E-03,-388.285553E-03
+550.005E-06,-320.361328E-03,-392.582818E-03
+555.005E-06,-369.187500E-03,-397.270318E-03
+560.005E-06,-416.062500E-03,-401.957428E-03
+565.005E-06,-462.935547E-03,-406.254303E-03
+570.005E-06,-507.863281E-03,-410.551178E-03
+575.005E-06,-558.638672E-03,-414.847662E-03
+580.005E-06,-603.560547E-03,-418.753912E-03
+585.005E-06,-648.480469E-03,-422.660163E-03
+590.005E-06,-691.451172E-03,-426.566413E-03
+595.005E-06,-736.373047E-03,-430.471881E-03
+600.005E-06,-781.300781E-03,-433.597663E-03
+605.005E-06,-832.076172E-03,-437.503132E-03
+610.005E-06,-876.998047E-03,-440.628522E-03
+615.005E-06,-921.919922E-03,-444.144147E-03
+620.005E-06,-966.845703E-03,-447.658991E-03
+625.005E-06,-1.015669922E+00,-450.393757E-03
+630.005E-06,-1.060593750E+00,-453.518757E-03
+635.005E-06,-1.107466797E+00,-456.643366E-03
+640.005E-06,-1.152388672E+00,-459.377741E-03
+645.005E-06,-1.197308594E+00,-462.112116E-03
+650.005E-06,-1.240279297E+00,-464.846101E-03
+655.005E-06,-1.285199219E+00,-467.189851E-03
+660.005E-06,-1.328171875E+00,-469.533210E-03
+665.005E-06,-1.375041016E+00,-471.486726E-03
+670.005E-06,-1.416058594E+00,-473.829695E-03
+675.005E-06,-1.459027344E+00,-475.392585E-03
+680.005E-06,-1.501994141E+00,-477.345710E-03
+685.005E-06,-1.543005859E+00,-479.298445E-03
+690.005E-06,-1.580119141E+00,-480.860554E-03
+695.005E-06,-1.621132812E+00,-482.033210E-03
+700.005E-06,-1.660197266E+00,-483.985554E-03
+705.005E-06,-1.701212891E+00,-485.157429E-03
+710.005E-06,-1.742228516E+00,-486.328913E-03
+715.005E-06,-1.783244141E+00,-487.110164E-03
+720.005E-06,-1.824259766E+00,-487.891414E-03
+725.005E-06,-1.865271484E+00,-488.672664E-03
+730.005E-06,-1.902380859E+00,-489.453914E-03
+735.005E-06,-1.939494141E+00,-490.234773E-03
+740.005E-06,-1.980503906E+00,-490.625007E-03
+745.005E-06,-2.015664062E+00,-490.625398E-03
+750.005E-06,-2.054726562E+00,-491.015632E-03
+755.005E-06,-2.093785156E+00,-491.015632E-03
+760.005E-06,-2.128943359E+00,-491.015242E-03
+765.005E-06,-2.166050781E+00,-490.625007E-03
+770.005E-06,-2.201208984E+00,-490.624226E-03
+775.005E-06,-2.238316406E+00,-489.842976E-03
+780.005E-06,-2.273468750E+00,-489.062117E-03
+785.005E-06,-2.304722656E+00,-488.671101E-03
+790.005E-06,-2.339873047E+00,-487.889460E-03
+795.005E-06,-2.369173828E+00,-486.717976E-03
+800.005E-06,-2.402376953E+00,-485.936335E-03
+805.005E-06,-2.435576172E+00,-484.764070E-03
+810.005E-06,-2.464878906E+00,-483.201960E-03
+815.005E-06,-2.500031250E+00,-482.029695E-03
+820.005E-06,-2.531275391E+00,-480.467195E-03
+825.005E-06,-2.556667969E+00,-478.904304E-03
+830.005E-06,-2.584011719E+00,-476.951570E-03
+835.005E-06,-2.611355469E+00,-475.388288E-03
+840.005E-06,-2.638699219E+00,-473.044929E-03
+845.005E-06,-2.666042969E+00,-471.091804E-03
+850.005E-06,-2.693388672E+00,-469.138288E-03
+855.005E-06,-2.722677734E+00,-466.794148E-03
+860.005E-06,-2.744162109E+00,-464.060163E-03
+865.005E-06,-2.765650391E+00,-461.715632E-03
+870.005E-06,-2.791041016E+00,-458.591022E-03
+875.005E-06,-2.816429687E+00,-455.856257E-03
+880.005E-06,-2.839865234E+00,-452.731257E-03
+885.005E-06,-2.861351562E+00,-449.606257E-03
+890.005E-06,-2.884787109E+00,-446.480866E-03
+895.005E-06,-2.906271484E+00,-442.965632E-03
+900.005E-06,-2.927753906E+00,-439.840241E-03
+905.005E-06,-2.947285156E+00,-436.324616E-03
+910.005E-06,-2.966816406E+00,-432.808600E-03
+915.005E-06,-2.986345703E+00,-428.902350E-03
+920.005E-06,-3.003925781E+00,-424.996100E-03
+925.005E-06,-3.023451172E+00,-421.089850E-03
+930.005E-06,-3.037125000E+00,-417.182819E-03
+935.005E-06,-3.052750000E+00,-412.496100E-03
+940.005E-06,-3.068371094E+00,-408.589069E-03
+945.005E-06,-3.080091797E+00,-403.901959E-03
+950.005E-06,-3.093763672E+00,-399.604693E-03
+955.005E-06,-3.107433594E+00,-394.917193E-03
+960.005E-06,-3.119152344E+00,-390.229303E-03
+965.005E-06,-3.130869141E+00,-385.151178E-03
+970.005E-06,-3.140632812E+00,-380.073053E-03
+975.005E-06,-3.148447266E+00,-374.994927E-03
+980.005E-06,-3.158208984E+00,-369.916802E-03
+985.005E-06,-3.164070312E+00,-364.838287E-03
+990.005E-06,-3.171882812E+00,-359.369537E-03
+995.005E-06,-3.179693359E+00,-353.900396E-03
+1.000005E-03,-3.185552734E+00,-348.041411E-03
+1.005005E-03,-3.191410156E+00,-342.572661E-03
+1.010005E-03,-3.195314453E+00,-337.103521E-03
+1.015005E-03,-3.197273437E+00,-331.243364E-03
+1.020005E-03,-3.205082031E+00,-324.603520E-03
+1.025005E-03,-3.208986328E+00,-318.743364E-03
+1.030005E-03,-3.210937500E+00,-312.102739E-03
+1.035005E-03,-3.210935547E+00,-305.462505E-03
+1.040005E-03,-3.208988281E+00,-299.212504E-03
+1.045005E-03,-3.212888672E+00,-292.961723E-03
+1.050005E-03,-3.210935547E+00,-285.930864E-03
+1.055005E-03,-3.208980469E+00,-279.289848E-03
+1.060005E-03,-3.205076172E+00,-272.258598E-03
+1.065005E-03,-3.203121094E+00,-265.227348E-03
+1.070005E-03,-3.199214844E+00,-258.195707E-03
+1.075005E-03,-3.195306641E+00,-250.773832E-03
+1.080005E-03,-3.189443359E+00,-243.351566E-03
+1.085005E-03,-3.179683594E+00,-235.539457E-03
+1.090005E-03,-3.175773438E+00,-228.117191E-03
+1.095005E-03,-3.167960938E+00,-220.304300E-03
+1.100005E-03,-3.160148438E+00,-212.101956E-03
+1.105005E-03,-3.152333984E+00,-204.679691E-03
+1.110005E-03,-3.142568359E+00,-196.866800E-03
+1.115005E-03,-3.132800781E+00,-188.663675E-03
+1.120005E-03,-3.121085938E+00,-180.460550E-03
+1.125005E-03,-3.113269531E+00,-172.257424E-03
+1.130005E-03,-3.101548828E+00,-164.054690E-03
+1.135005E-03,-3.087875000E+00,-156.242190E-03
+1.140005E-03,-3.072253906E+00,-148.429690E-03
+1.145005E-03,-3.060531250E+00,-140.616799E-03
+1.150005E-03,-3.044906250E+00,-132.413283E-03
+1.155005E-03,-3.029277344E+00,-123.819533E-03
+1.160005E-03,-3.009751953E+00,-115.226174E-03
+1.165005E-03,-2.996074219E+00,-107.022658E-03
+1.170005E-03,-2.976542969E+00,-98.428908E-03
+1.175005E-03,-2.957013672E+00,-89.835158E-03
+1.180005E-03,-2.939431641E+00,-81.241017E-03
+1.185005E-03,-2.917945313E+00,-72.256251E-03
+1.190005E-03,-2.894509766E+00,-62.882032E-03
+1.195005E-03,-2.873023438E+00,-54.288673E-03
+1.200005E-03,-2.849587891E+00,-46.085548E-03
+1.205005E-03,-2.828099609E+00,-37.881641E-03
+1.210005E-03,-2.802710938E+00,-28.898047E-03
+1.215005E-03,-2.779271484E+00,-20.694922E-03
+1.220005E-03,-2.753882813E+00,-12.491797E-03
+1.225005E-03,-2.730445313E+00,-4.289063E-03
+1.230005E-03,-2.707003906E+00,+3.524219E-03
+1.235005E-03,-2.679660156E+00,+12.118360E-03
+1.240005E-03,-2.652314453E+00,+21.102735E-03
+1.245005E-03,-2.623021484E+00,+30.087110E-03
+1.250005E-03,-2.597630859E+00,+39.071876E-03
+1.255005E-03,-2.572234375E+00,+48.446094E-03
+1.260005E-03,-2.540988281E+00,+57.040235E-03
+1.265005E-03,-2.513642578E+00,+66.024610E-03
+1.270005E-03,-2.484343750E+00,+75.008595E-03
+1.275005E-03,-2.453091797E+00,+83.602345E-03
+1.280005E-03,-2.419890625E+00,+92.195314E-03
+1.285005E-03,-2.388636719E+00,+100.008595E-03
+1.290005E-03,-2.353482422E+00,+108.602345E-03
+1.295005E-03,-2.320283203E+00,+117.196486E-03
+1.300005E-03,-2.290982422E+00,+126.180471E-03
+1.305005E-03,-2.257775391E+00,+134.773830E-03
+1.310005E-03,-2.220664063E+00,+142.977737E-03
+1.315005E-03,-2.181601563E+00,+151.961721E-03
+1.320005E-03,-2.142542969E+00,+160.555471E-03
+1.325005E-03,-2.107384766E+00,+169.149221E-03
+1.330005E-03,-2.070275391E+00,+177.743362E-03
+1.335005E-03,-2.033164063E+00,+186.726956E-03
+1.340005E-03,-1.994101563E+00,+194.930081E-03
+1.345005E-03,-1.955042969E+00,+203.133206E-03
+1.350005E-03,-1.919884766E+00,+211.336722E-03
+1.355005E-03,-1.882771484E+00,+219.929691E-03
+1.360005E-03,-1.841755859E+00,+227.742582E-03
+1.365005E-03,-1.800742188E+00,+235.945316E-03
+1.370005E-03,-1.761677734E+00,+243.757816E-03
+1.375005E-03,-1.720664063E+00,+251.569926E-03
+1.380005E-03,-1.681599609E+00,+258.992191E-03
+1.385005E-03,-1.640585938E+00,+266.804301E-03
+1.390005E-03,-1.601521484E+00,+274.226176E-03
+1.395005E-03,-1.560507813E+00,+281.648051E-03
+1.400005E-03,-1.521441406E+00,+289.069926E-03
+1.405005E-03,-1.478472656E+00,+296.490629E-03
+1.410005E-03,-1.435503906E+00,+302.742192E-03
+1.415005E-03,-1.392533203E+00,+310.554302E-03
+1.420005E-03,-1.347611328E+00,+317.976177E-03
+1.425005E-03,-1.302691406E+00,+325.397270E-03
+1.430005E-03,-1.259724609E+00,+332.038286E-03
+1.435005E-03,-1.218705078E+00,+339.069536E-03
+1.440005E-03,-1.173781250E+00,+346.100396E-03
+1.445005E-03,-1.126910156E+00,+352.741412E-03
+1.450005E-03,-1.083935547E+00,+359.771880E-03
+1.455005E-03,-1.035109375E+00,+366.022271E-03
+1.460005E-03,-988.234375E-03,+372.662506E-03
+1.465005E-03,-941.361328E-03,+378.912896E-03
+1.470005E-03,-896.439453E-03,+385.553131E-03
+1.475005E-03,-851.515625E-03,+391.803131E-03
+1.480005E-03,-804.638672E-03,+398.053131E-03
+1.485005E-03,-755.818359E-03,+404.303131E-03
+1.490005E-03,-714.798828E-03,+410.553131E-03
+1.495005E-03,-669.875000E-03,+416.803131E-03
+1.500005E-03,-623.001953E-03,+423.052741E-03
+1.505005E-03,-578.078125E-03,+428.912116E-03
+1.510005E-03,-531.201172E-03,+434.771100E-03
+1.515005E-03,-482.376953E-03,+440.239850E-03
+1.520005E-03,-437.451172E-03,+445.708210E-03
+1.525005E-03,-388.626953E-03,+450.786725E-03
+1.530005E-03,-343.701172E-03,+456.255476E-03
+1.535005E-03,-294.871094E-03,+461.723835E-03
+1.540005E-03,-244.097656E-03,+466.801960E-03
+1.545005E-03,-201.125000E-03,+471.879695E-03
+1.550005E-03,-154.251953E-03,+476.567195E-03
+1.555005E-03,-109.330078E-03,+481.254304E-03
+1.560005E-03,-64.410156E-03,+485.551179E-03
+1.565005E-03,-21.439453E-03,+489.847664E-03
+1.570005E-03,+23.482422E-03,+493.754304E-03
+1.575005E-03,+68.404297E-03,+498.050789E-03
+1.580005E-03,+113.330078E-03,+501.957429E-03
+1.585005E-03,+162.156250E-03,+506.253914E-03
+1.590005E-03,+209.031250E-03,+510.160164E-03
+1.595005E-03,+255.908203E-03,+514.066414E-03
+1.600005E-03,+304.732422E-03,+517.972664E-03
+1.605005E-03,+349.656250E-03,+521.878133E-03
+1.610005E-03,+396.529297E-03,+525.003523E-03
+1.615005E-03,+441.449219E-03,+528.519149E-03
+1.620005E-03,+484.417969E-03,+532.034383E-03
+1.625005E-03,+527.386719E-03,+535.159383E-03
+1.630005E-03,+570.357422E-03,+538.284383E-03
+1.635005E-03,+615.281250E-03,+541.409383E-03
+1.640005E-03,+662.152344E-03,+544.533992E-03
+1.645005E-03,+705.123047E-03,+547.268368E-03
+1.650005E-03,+750.044922E-03,+550.002352E-03
+1.655005E-03,+794.964844E-03,+552.346493E-03
+1.660005E-03,+837.937500E-03,+555.080477E-03
+1.665005E-03,+884.810547E-03,+557.423446E-03
+1.670005E-03,+929.730469E-03,+558.986727E-03
+1.675005E-03,+972.699219E-03,+561.330086E-03
+1.680005E-03,+1.015666016E+00,+563.283212E-03
+1.685005E-03,+1.056687500E+00,+565.235946E-03
+1.690005E-03,+1.103556641E+00,+566.798837E-03
+1.695005E-03,+1.144570312E+00,+568.751180E-03
+1.700005E-03,+1.183632812E+00,+569.923446E-03
+1.705005E-03,+1.222697266E+00,+571.485165E-03
+1.710005E-03,+1.263712891E+00,+572.267196E-03
+1.715005E-03,+1.304724609E+00,+573.829305E-03
+1.720005E-03,+1.341839844E+00,+575.000790E-03
+1.725005E-03,+1.384800781E+00,+575.781649E-03
+1.730005E-03,+1.419960937E+00,+576.172665E-03
+1.735005E-03,+1.459021484E+00,+576.953524E-03
+1.740005E-03,+1.496130859E+00,+577.344149E-03
+1.745005E-03,+1.533238281E+00,+577.734774E-03
+1.750005E-03,+1.568396484E+00,+578.125009E-03
+1.755005E-03,+1.605505859E+00,+578.125009E-03
+1.760005E-03,+1.642613281E+00,+578.124618E-03
+1.765005E-03,+1.677769531E+00,+577.734384E-03
+1.770005E-03,+1.712927734E+00,+577.733993E-03
+1.775005E-03,+1.750033203E+00,+577.342977E-03
+1.780005E-03,+1.783236328E+00,+576.561337E-03
+1.785005E-03,+1.816441406E+00,+575.390243E-03
+1.790005E-03,+1.851593750E+00,+574.999227E-03
+1.795005E-03,+1.882845703E+00,+574.217587E-03
+1.800005E-03,+1.916046875E+00,+573.045321E-03
+1.805005E-03,+1.947296875E+00,+571.483602E-03
+1.810005E-03,+1.978544922E+00,+570.701571E-03
+1.815005E-03,+2.007843750E+00,+569.139071E-03
+1.820005E-03,+2.039093750E+00,+567.576571E-03
+1.825005E-03,+2.070341797E+00,+566.013680E-03
+1.830005E-03,+2.099636719E+00,+564.060165E-03
+1.835005E-03,+2.126982422E+00,+561.716805E-03
+1.840005E-03,+2.156277344E+00,+559.763290E-03
+1.845005E-03,+2.183621094E+00,+557.419540E-03
+1.850005E-03,+2.210964844E+00,+555.075790E-03
+1.855005E-03,+2.238308594E+00,+552.732039E-03
+1.860005E-03,+2.265646484E+00,+550.387899E-03
+1.865005E-03,+2.287134766E+00,+547.653133E-03
+1.870005E-03,+2.312523437E+00,+544.528524E-03
+1.875005E-03,+2.335960937E+00,+541.793758E-03
+1.880005E-03,+2.359396484E+00,+538.668758E-03
+1.885005E-03,+2.380878906E+00,+535.543758E-03
+1.890005E-03,+2.400410156E+00,+532.418367E-03
+1.895005E-03,+2.419941406E+00,+528.902742E-03
+1.900005E-03,+2.439472656E+00,+525.387117E-03
+1.905005E-03,+2.459001953E+00,+521.871102E-03
+1.910005E-03,+2.476578125E+00,+517.965242E-03
+1.915005E-03,+2.492205078E+00,+514.448836E-03
+1.920005E-03,+2.509783203E+00,+510.151961E-03
+1.925005E-03,+2.527359375E+00,+505.855476E-03
+1.930005E-03,+2.542986328E+00,+501.948836E-03
+1.935005E-03,+2.560558594E+00,+497.651961E-03
+1.940005E-03,+2.572281250E+00,+493.355085E-03
+1.945005E-03,+2.587904297E+00,+489.058601E-03
+1.950005E-03,+2.601578125E+00,+485.151570E-03
+1.955005E-03,+2.617199219E+00,+480.463679E-03
+1.960005E-03,+2.628916016E+00,+475.385945E-03
+1.965005E-03,+2.638683594E+00,+470.697663E-03
+1.970005E-03,+2.650400391E+00,+465.228913E-03
+1.975005E-03,+2.660166016E+00,+459.760163E-03
+1.980005E-03,+2.669929687E+00,+454.291413E-03
+1.985005E-03,+2.677744141E+00,+448.822272E-03
+1.990005E-03,+2.687505859E+00,+442.963288E-03
+1.995005E-03,+2.693363281E+00,+437.494147E-03
+2.000005E-03,+2.697271484E+00,+431.634381E-03
+2.005005E-03,+2.703130859E+00,+425.384381E-03
+2.010005E-03,+2.708990234E+00,+419.133991E-03
+2.015005E-03,+2.714843750E+00,+412.493366E-03
+2.020005E-03,+2.714847656E+00,+405.853131E-03
+2.025005E-03,+2.718751953E+00,+399.603131E-03
+2.030005E-03,+2.720705078E+00,+393.352740E-03
+2.035005E-03,+2.722656250E+00,+386.711725E-03
+2.040005E-03,+2.722652344E+00,+379.680865E-03
+2.045005E-03,+2.718750000E+00,+373.040240E-03
+2.050005E-03,+2.718750000E+00,+366.399615E-03
+2.055005E-03,+2.718751953E+00,+359.758599E-03
+2.060005E-03,+2.720697266E+00,+352.726958E-03
+2.065005E-03,+2.714841797E+00,+345.305083E-03
+2.070005E-03,+2.712886719E+00,+337.883599E-03
+2.075005E-03,+2.708978516E+00,+330.851958E-03
+2.080005E-03,+2.703119141E+00,+323.429692E-03
+2.085005E-03,+2.697257813E+00,+315.617583E-03
+2.090005E-03,+2.689443359E+00,+308.195708E-03
+2.095005E-03,+2.679681641E+00,+300.773442E-03
+2.100005E-03,+2.673818359E+00,+292.961723E-03
+2.105005E-03,+2.664052734E+00,+285.930082E-03
+2.110005E-03,+2.654287109E+00,+278.507035E-03
+2.115005E-03,+2.644519531E+00,+269.914457E-03
+2.120005E-03,+2.632800781E+00,+262.491801E-03
+2.125005E-03,+2.621082031E+00,+254.288676E-03
+2.130005E-03,+2.609361328E+00,+246.085551E-03
+2.135005E-03,+2.595687500E+00,+237.882425E-03
+2.140005E-03,+2.580064453E+00,+229.678910E-03
+2.145005E-03,+2.566388672E+00,+221.085550E-03
+2.150005E-03,+2.548812500E+00,+212.882034E-03
+2.155005E-03,+2.533187500E+00,+204.288284E-03
+2.160005E-03,+2.517562500E+00,+195.694534E-03
+2.165005E-03,+2.501937500E+00,+187.100393E-03
+2.170005E-03,+2.486310547E+00,+178.116018E-03
+2.175005E-03,+2.468730469E+00,+169.131643E-03
+2.180005E-03,+2.449201172E+00,+160.147268E-03
+2.185005E-03,+2.431619141E+00,+151.162893E-03
+2.190005E-03,+2.410136719E+00,+142.178908E-03
+2.195005E-03,+2.390605469E+00,+133.585158E-03
+2.200005E-03,+2.371070313E+00,+124.991017E-03
+2.205005E-03,+2.347632813E+00,+116.006642E-03
+2.210005E-03,+2.324193359E+00,+107.023048E-03
+2.215005E-03,+2.298804688E+00,+98.819533E-03
+2.220005E-03,+2.275365234E+00,+90.225783E-03
+2.225005E-03,+2.249972656E+00,+81.632032E-03
+2.230005E-03,+2.222630859E+00,+73.037892E-03
+2.235005E-03,+2.197240234E+00,+64.053517E-03
+2.240005E-03,+2.171845703E+00,+55.069141E-03
+2.245005E-03,+2.142546875E+00,+46.084766E-03
+2.250005E-03,+2.111298828E+00,+37.100391E-03
+2.255005E-03,+2.082001953E+00,+28.116016E-03
+2.260005E-03,+2.052703125E+00,+19.132032E-03
+2.265005E-03,+2.021455078E+00,+10.538281E-03
+2.270005E-03,+1.992158203E+00,+1.944922E-03
+2.275005E-03,+1.962857422E+00,-6.257813E-03
+2.280005E-03,+1.929658203E+00,-14.070703E-03
+2.285005E-03,+1.900355469E+00,-22.274219E-03
+2.290005E-03,+1.865201172E+00,-30.867579E-03
+2.295005E-03,+1.831998047E+00,-39.071094E-03
+2.300005E-03,+1.798794922E+00,-47.664063E-03
+2.305005E-03,+1.765589844E+00,-55.477345E-03
+2.310005E-03,+1.730431641E+00,-64.071485E-03
+2.315005E-03,+1.693324219E+00,-73.055470E-03
+2.320005E-03,+1.658167969E+00,-81.649611E-03
+2.325005E-03,+1.623009766E+00,-90.633204E-03
+2.330005E-03,+1.585900391E+00,-98.836330E-03
+2.335005E-03,+1.548794922E+00,-107.039455E-03
+2.340005E-03,+1.515587891E+00,-115.242970E-03
+2.345005E-03,+1.478476563E+00,-123.836330E-03
+2.350005E-03,+1.439416016E+00,-132.039455E-03
+2.355005E-03,+1.402302734E+00,-140.241799E-03
+2.360005E-03,+1.361289063E+00,-147.663674E-03
+2.365005E-03,+1.322226563E+00,-155.085549E-03
+2.370005E-03,+1.283164063E+00,-162.507815E-03
+2.375005E-03,+1.244099609E+00,-170.320315E-03
+2.380005E-03,+1.203083984E+00,-178.133206E-03
+2.385005E-03,+1.162070313E+00,-186.335940E-03
+2.390005E-03,+1.123003906E+00,-194.148050E-03
+2.395005E-03,+1.080035156E+00,-201.569925E-03
+2.400005E-03,+1.037064453E+00,-208.992191E-03
+2.405005E-03,+992.144531E-03,-216.804300E-03
+2.410005E-03,+949.173828E-03,-224.226566E-03
+2.415005E-03,+904.251953E-03,-232.038675E-03
+2.420005E-03,+859.330078E-03,-239.459769E-03
+2.425005E-03,+814.412109E-03,-246.100785E-03
+2.430005E-03,+773.390625E-03,-253.132035E-03
+2.435005E-03,+726.517578E-03,-260.163285E-03
+2.440005E-03,+681.595703E-03,-267.194145E-03
+2.445005E-03,+636.675781E-03,-273.835160E-03
+2.450005E-03,+593.703125E-03,-280.866020E-03
+2.455005E-03,+546.832031E-03,-287.506254E-03
+2.460005E-03,+503.865234E-03,-293.756254E-03
+2.465005E-03,+462.845703E-03,-300.006254E-03
+2.470005E-03,+417.923828E-03,-306.256255E-03
+2.475005E-03,+373.000000E-03,-312.505864E-03
+2.480005E-03,+326.125000E-03,-318.365630E-03
+2.485005E-03,+279.250000E-03,-324.615239E-03
+2.490005E-03,+232.375000E-03,-330.474224E-03
+2.495005E-03,,
